,Category,Engine type,"Transmission type,final drive",Displacement ccm,Fuel capacity liters,Power HP,Front brakes,Rear brakes
2503,Enduro / offroad,"Single cylinder, four-stroke",Chain,197.0,9.84,14.0,Single disc,Expanding brake (drum brake)
2504,Enduro / offroad,"Single cylinder, four-stroke",Chain,197.0,9.84,14.0,Single disc,Expanding brake (drum brake)
2505,Enduro / offroad,"Single cylinder, four-stroke",Chain,196.9,10.0,16.1,Single disc,Expanding brake (drum brake)
2506,Enduro / offroad,"Single cylinder, four-stroke",Chain,196.9,10.0,16.1,Single disc,Expanding brake (drum brake)
2513,Naked bike,"In-line three, four-stroke",Chain,798.0,16.5,140.0,Double disc,Single disc
2514,Naked bike,"In-line three, four-stroke",Chain,798.0,16.5,140.0,Double disc,Single disc
2515,Naked bike,"In-line three, four-stroke",Chain,798.0,16.5,140.0,Double disc,Single disc
2516,Naked bike,"In-line three, four-stroke",Chain,798.0,16.5,140.0,Double disc,Single disc
2517,Naked bike,"In-line three, four-stroke",Chain,798.0,16.5,110.0,Double disc,Single disc
2518,Naked bike,"In-line three, four-stroke",Chain,798.0,16.5,110.0,Double disc,Single disc
2519,Naked bike,"In-line three, four-stroke",Chain,798.0,16.5,140.0,Double disc,Single disc
2520,Naked bike,"In-line three, four-stroke",Chain,798.0,16.5,140.0,Double disc,Single disc
2521,Naked bike,"In-line three, four-stroke",Chain,798.0,16.5,140.0,Double disc,Single disc
2522,Naked bike,"In-line three, four-stroke",Chain,798.0,16.5,140.0,Double disc,Single disc
2523,Naked bike,"In-line three, four-stroke",Chain,798.0,16.5,110.0,Double disc,Single disc
2524,Naked bike,"In-line three, four-stroke",Chain,798.0,16.5,110.0,Double disc,Single disc
2525,Sport,"In-line three, four-stroke",Chain,675.0,16.5,124.0,Double disc,Single disc
2526,Sport,"In-line three, four-stroke",Chain,675.0,16.5,124.0,Double disc,Single disc
2527,Sport,"In-line three, four-stroke",Chain,798.0,16.5,148.0,Double disc,Single disc
2528,Sport,"In-line three, four-stroke",Chain,798.0,16.5,148.0,Double disc,Single disc
2529,Sport,"In-line three, four-stroke",Chain,798.0,16.5,153.0,Double disc,Single disc
2530,Sport,"In-line three, four-stroke",Chain,798.0,16.5,153.0,Double disc,Single disc
2533,Sport,"In-line three, four-stroke",Chain,798.0,16.5,148.0,Double disc,Single disc
2534,Sport,"In-line three, four-stroke",Chain,798.0,16.5,148.0,Double disc,Single disc
2535,Sport,"In-line three, four-stroke",Chain,798.0,16.5,144.8,Double disc,Single disc
2536,Sport,"In-line three, four-stroke",Chain,798.0,16.5,144.8,Double disc,Single disc
2537,Sport,"In-line three, four-stroke",Chain,798.0,16.5,110.0,Double disc,Single disc
2538,Sport,"In-line three, four-stroke",Chain,798.0,16.5,110.0,Double disc,Single disc
2539,Sport touring,"In-line three, four-stroke",Chain,798.0,20.5,110.0,Double disc,Single disc
2540,Sport touring,"In-line three, four-stroke",Chain,798.0,20.5,110.0,Double disc,Single disc
2541,Sport touring,"In-line three, four-stroke",Chain,798.0,21.5,108.6,Double disc,Single disc
2542,Sport touring,"In-line three, four-stroke",Chain,798.0,21.5,108.6,Double disc,Single disc
2543,Sport touring,"In-line three, four-stroke",Chain,798.0,21.5,108.6,Double disc,Single disc
2544,Sport touring,"In-line three, four-stroke",Chain,798.0,21.5,108.6,Double disc,Single disc
2575,Allround,"Single cylinder, four-stroke",Chain,397.0,13.0,27.6,Single disc,Expanding brake (drum brake)
2576,Allround,"Single cylinder, four-stroke",Chain,397.0,13.0,27.6,Single disc,Expanding brake (drum brake)
2577,Allround,"Single cylinder, four-stroke",Chain,643.7,12.0,40.0,Single disc,Single disc
2578,Allround,"Single cylinder, four-stroke",Chain,643.7,12.0,40.0,Single disc,Single disc
2579,Naked bike,"Single cylinder, four-stroke",Chain,249.5,12.0,27.0,Single disc,Single disc
2580,Naked bike,"Single cylinder, four-stroke",Chain,249.5,12.0,27.0,Single disc,Single disc
2581,Sport,"Single cylinder, two-stroke",Chain,249.6,7.0,27.0,Single disc,Single disc
2582,Sport,"Single cylinder, two-stroke",Chain,249.6,7.0,27.0,Single disc,Single disc
2583,Classic,"Twin, four-stroke",Chain,997.0,15.0,97.0,Double disc,Single disc
2584,Classic,"Twin, four-stroke",Chain,997.0,15.0,97.0,Double disc,Single disc
2594,Sport,"Single cylinder, four-stroke",Chain,125.0,13.5,9.1,Double disc,Single disc
2602,Naked bike,"V2, four-stroke",Shaft drive (cardan),1380.0,20.5,96.0,Double disc,Single disc
2603,Naked bike,"V2, four-stroke",Shaft drive (cardan),1380.0,20.5,96.0,Double disc,Single disc
2604,Touring,"V2, four-stroke",Shaft drive (cardan),1380.0,20.5,96.0,Double disc,Single disc
2605,Touring,"V2, four-stroke",Shaft drive (cardan),1380.0,20.5,96.0,Double disc,Single disc
2606,Allround,"V2, four-stroke",Shaft drive (cardan),1380.0,20.5,96.0,Double disc,Single disc
2607,Allround,"V2, four-stroke",Shaft drive (cardan),1380.0,20.5,96.0,Double disc,Single disc
2608,Custom / cruiser,"V2, four-stroke",Shaft drive (cardan),1380.0,20.5,96.6,Double disc,Single disc
2609,Custom / cruiser,"V2, four-stroke",Shaft drive (cardan),1380.0,20.5,96.6,Double disc,Single disc
2610,Classic,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Single disc,Single disc
2611,Classic,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Single disc,Single disc
2612,Classic,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Single disc,Single disc
2613,Classic,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Single disc,Single disc
2614,Classic,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Single disc,Single disc
2615,Classic,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Single disc,Single disc
2616,Classic,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Single disc,Single disc
2617,Classic,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Single disc,Single disc
2618,Classic,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Single disc,Single disc
2619,Classic,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Single disc,Single disc
2620,Classic,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Double disc,Single disc
2621,Classic,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Double disc,Single disc
2622,Classic,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Double disc,Single disc
2623,Classic,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Double disc,Single disc
2624,Classic,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Single disc,Single disc
2625,Classic,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Single disc,Single disc
2626,Allround,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Single disc,Single disc
2627,Allround,"V2, four-stroke",Shaft drive (cardan),744.0,21.0,52.0,Single disc,Single disc
2628,Enduro / offroad,"V2, four-stroke",Chain,853.0,23.0,80.0,Double disc,Single disc
2629,Enduro / offroad,"V2, four-stroke",Chain,853.0,23.0,80.0,Double disc,Single disc
2630,Allround,"V2, four-stroke",Shaft drive (cardan),853.0,15.0,55.0,Single disc,Single disc
2631,Allround,"V2, four-stroke",Shaft drive (cardan),853.0,15.0,55.0,Single disc,Single disc
2632,Allround,"V2, four-stroke",Shaft drive (cardan),853.0,15.0,55.0,Single disc,Single disc
